Size,Mean_GFLOPS,Variance
1948,3.84588,0.0145498
1961,3.88853,6.67611e-06
1974,3.57192,0.0210142
1987,3.88112,4.45597e-07
2000,3.60264,0.0249388
2013,3.50627,0.00666991
2026,3.65848,0.0292787
2039,3.52822,0.0121709
2052,3.65523,0.0371227
2065,3.76588,0.0386502
2078,3.71075,0.0213844
2091,3.86445,0.000458392
2104,3.57553,0.00910635
2117,3.45696,0.00351217
2130,3.62761,0.0436731
2143,3.50778,0.0380102
2156,3.53693,0.0201901
2169,3.68381,0.0207365
2182,3.7685,0.0333729
2195,3.47524,0.0294312
2208,3.68675,0.0322701
2221,3.53149,0.0302518
2234,3.60326,0.0352403
2247,3.56279,0.0186393
2260,3.45916,0.00773659
2273,3.62513,0.00355278
2286,3.54893,0.0269551
2299,3.44259,0.00648449
2312,3.54022,0.0498034
2325,3.66076,0.0195717
2338,3.53169,0.0201034
2351,3.63409,0.0384584
2364,3.56651,0.0632273
2377,3.50287,0.0165154
2390,3.38087,0.000400246
2403,3.58763,0.0488041
2416,3.48089,0.00221175
2429,3.67678,0.0120183
2442,3.55854,0.00702904
2455,3.74369,0.0107169
2468,3.59022,0.0253135
2481,3.58371,0.00597837
2494,3.56638,0.00871032
2507,3.55712,0.00737699
2520,3.69856,0.00836237
2533,3.50466,0.00472082
2546,3.52855,0.0295098
2559,3.69763,0.0129734
2572,3.59563,0.0129483
2585,3.65489,0.0126444
2598,3.59384,0.0230304
2611,3.57596,0.0314095
2624,3.55532,0.0242583
2637,3.54816,0.010286
2650,3.57391,0.0222852
2663,3.61379,0.0021463
2676,3.55525,0.00252355
2689,3.55341,0.00435289
2702,3.68158,0.00238045
2715,3.54408,0.012919
2728,3.5397,0.00883199
2741,3.69238,0.0210946
2754,3.55973,0.0131638
2767,3.79025,0.00721773
2780,3.67924,0.00466916
2793,3.62541,0.0309112
2806,3.58127,0.0127098
2819,3.57467,0.00662429
2832,3.7362,0.00885141
2845,3.64578,0.00480152
2858,3.65616,0.0192011
2871,3.55423,0.00588021
2884,3.55303,0.00743781
2897,3.70761,0.0169547
2910,3.69071,0.00190327
2923,3.5993,0.0273863
2936,3.61274,0.00259478
2949,3.62599,0.0059874
2962,3.58032,0.00583465
2975,3.68258,0.013993
2988,3.60622,0.0124114
